Platform,Hotel Name,Price,city,Country,Hotel Star,Guest Rating,date,Checkout Date,Cleaned Name,airline,departure_time,arrival_time,duration,transit,price,origin,destination,seat_class,baggage
bookingcom,RedLiving Apartemen Sentraland Semarang - WIN Property,166795,semarang,Indonesia,2,3.7,2025-10-30,31/10/2025,apartemen property redliving semarang sentraland win,"Batik Air , Lion Air",13:30,17:35,4h 5m,1,1662480,SUB,SRG,Economy,10
bookingcom,RedLiving Apartemen Sentraland Semarang - WIN Property,166795,semarang,Indonesia,2,3.7,2025-10-30,31/10/2025,apartemen property redliving semarang sentraland win,Lion Air,08:20,12:45,4h 25m,1,1519990,SUB,SRG,Economy,10
bookingcom,RedLiving Apartemen Sentraland Semarang - WIN Property,166795,semarang,Indonesia,2,3.7,2025-10-30,31/10/2025,apartemen property redliving semarang sentraland win,Wings Air,14:30,15:25,55m,0,808430,SUB,SRG,Economy,10
bookingcom,Rooms Inc Semarang,166795,semarang,Indonesia,4,9.1,2025-10-27,28/10/2025,inc rooms semarang,Batik Air,05:05,15:15,10h 10m,1,1939600,SUB,SRG,Economy,20
bookingcom,Rooms Inc Semarang,166795,semarang,Indonesia,4,9.1,2025-10-27,28/10/2025,inc rooms semarang,Batik Air,07:50,11:30,3h 40m,1,3266242,SUB,SRG,Business,10
bookingcom,Rooms Inc Semarang,166795,semarang,Indonesia,4,9.1,2025-10-27,28/10/2025,inc rooms semarang,Batik Air,08:30,15:15,6h 45m,1,1939600,SUB,SRG,Economy,20
bookingcom,Rooms Inc Semarang,166795,semarang,Indonesia,4,9.1,2025-10-27,28/10/2025,inc rooms semarang,Batik Air,10:10,15:15,5h 5m,1,1809700,SUB,SRG,Economy,20
bookingcom,Rooms Inc Semarang,166795,semarang,Indonesia,4,9.1,2025-10-27,28/10/2025,inc rooms semarang,"Batik Air , Lion Air",05:15,15:00,9h 45m,1,1705600,SUB,SRG,Economy,20
bookingcom,Rooms Inc Semarang,166795,semarang,Indonesia,4,9.1,2025-10-27,28/10/2025,inc rooms semarang,"Batik Air , Lion Air",06:20,15:00,8h 40m,1,1741100,SUB,SRG,Economy,20
bookingcom,Rooms Inc Semarang,166795,semarang,Indonesia,4,9.1,2025-10-27,28/10/2025,inc rooms semarang,"Batik Air , Lion Air",07:40,14:50,7h 10m,1,1860100,SUB,SRG,Economy,20
bookingcom,Rooms Inc Semarang,166795,semarang,Indonesia,4,9.1,2025-10-27,28/10/2025,inc rooms semarang,Citilink,05:35,16:05,10h 30m,1,1897000,SUB,SRG,Economy,15
bookingcom,Rooms Inc Semarang,166795,semarang,Indonesia,4,9.1,2025-10-27,28/10/2025,inc rooms semarang,Citilink,07:35,16:05,8h 30m,1,1842000,SUB,SRG,Economy,15
bookingcom,Rooms Inc Semarang,166795,semarang,Indonesia,4,9.1,2025-10-27,28/10/2025,inc rooms semarang,Citilink,09:20,16:05,6h 45m,1,1729900,SUB,SRG,Economy,15
bookingcom,Rooms Inc Semarang,166795,semarang,Indonesia,4,9.1,2025-10-27,28/10/2025,inc rooms semarang,Citilink,10:20,16:05,5h 45m,1,1729900,SUB,SRG,Economy,15
bookingcom,Rooms Inc Semarang,166795,semarang,Indonesia,4,9.1,2025-10-27,28/10/2025,inc rooms semarang,Garuda Indonesia,10:15,17:00,6h 45m,1,14633700,SUB,SRG,Business,30
bookingcom,Rooms Inc Semarang,166795,semarang,Indonesia,4,9.1,2025-10-27,28/10/2025,inc rooms semarang,Garuda Indonesia,15:15,09:00,17h 45m,1,14633700,SUB,SRG,Business,30
bookingcom,Rooms Inc Semarang,166795,semarang,Indonesia,4,9.1,2025-10-27,28/10/2025,inc rooms semarang,Lion Air,07:55,15:00,7h 5m,1,1619500,SUB,SRG,Economy,10
bookingcom,Rooms Inc Semarang,166795,semarang,Indonesia,4,9.1,2025-10-27,28/10/2025,inc rooms semarang,Lion Air,08:20,12:45,4h 25m,1,1510690,SUB,SRG,Economy,10
bookingcom,Rooms Inc Semarang,166795,semarang,Indonesia,4,9.1,2025-10-27,28/10/2025,inc rooms semarang,Lion Air,11:15,15:00,3h 45m,1,1589480,SUB,SRG,Economy,10
bookingcom,Rooms Inc Semarang,166795,semarang,Indonesia,4,9.1,2025-10-27,28/10/2025,inc rooms semarang,Wings Air,14:30,15:25,55m,0,804482,SUB,SRG,Economy,10
bookingcom,"INNCA Exotic Inn, Semarang",176185,semarang,Indonesia,3,8.8,2025-10-29,30/10/2025,exotic innca semarang,Batik Air,05:05,08:45,3h 40m,1,2946880,SUB,SRG,Business,10
bookingcom,"INNCA Exotic Inn, Semarang",176185,semarang,Indonesia,3,8.8,2025-10-29,30/10/2025,exotic innca semarang,Batik Air,07:50,11:30,3h 40m,1,3266242,SUB,SRG,Business,10
bookingcom,"INNCA Exotic Inn, Semarang",176185,semarang,Indonesia,3,8.8,2025-10-29,30/10/2025,exotic innca semarang,Batik Air,08:30,14:50,6h 20m,1,4705700,SUB,SRG,Business,30
bookingcom,"INNCA Exotic Inn, Semarang",176185,semarang,Indonesia,3,8.8,2025-10-29,30/10/2025,exotic innca semarang,Batik Air,10:10,14:50,4h 40m,1,4705700,SUB,SRG,Business,30
bookingcom,"INNCA Exotic Inn, Semarang",176185,semarang,Indonesia,3,8.8,2025-10-29,30/10/2025,exotic innca semarang,Garuda Indonesia,07:05,12:05,5h 0m,1,17822200,SUB,SRG,Business,30
bookingcom,"INNCA Exotic Inn, Semarang",176185,semarang,Indonesia,3,8.8,2025-10-29,30/10/2025,exotic innca semarang,Garuda Indonesia,11:35,17:00,5h 25m,1,17822200,SUB,SRG,Business,30
bookingcom,"INNCA Exotic Inn, Semarang",176185,semarang,Indonesia,3,8.8,2025-10-29,30/10/2025,exotic innca semarang,Garuda Indonesia,14:35,18:45,4h 10m,1,17822200,SUB,SRG,Business,30
bookingcom,"INNCA Exotic Inn, Semarang",176185,semarang,Indonesia,3,8.8,2025-10-29,30/10/2025,exotic innca semarang,Lion Air,08:20,12:45,4h 25m,1,1404580,SUB,SRG,Economy,10
bookingcom,"INNCA Exotic Inn, Semarang",176185,semarang,Indonesia,3,8.8,2025-10-29,30/10/2025,exotic innca semarang,Lion Air,11:15,15:00,3h 45m,1,1567280,SUB,SRG,Economy,10
bookingcom,"INNCA Exotic Inn, Semarang",176185,semarang,Indonesia,3,8.8,2025-10-29,30/10/2025,exotic innca semarang,Wings Air,14:30,15:25,55m,0,1323461,SUB,SRG,Economy,10
bookingcom,"INNCA Exotic Inn, Semarang",176185,semarang,Indonesia,3,8.8,2025-10-30,31/10/2025,exotic innca semarang,Batik Air,05:05,09:35,4h 30m,1,2964080,SUB,SRG,Business,30
bookingcom,"INNCA Exotic Inn, Semarang",176185,semarang,Indonesia,3,8.8,2025-10-30,31/10/2025,exotic innca semarang,Batik Air,07:50,11:30,3h 40m,1,3266242,SUB,SRG,Business,10
bookingcom,"INNCA Exotic Inn, Semarang",176185,semarang,Indonesia,3,8.8,2025-10-30,31/10/2025,exotic innca semarang,"Batik Air , Lion Air",13:30,17:35,4h 5m,1,1662480,SUB,SRG,Economy,10
bookingcom,"INNCA Exotic Inn, Semarang",176185,semarang,Indonesia,3,8.8,2025-10-30,31/10/2025,exotic innca semarang,Lion Air,08:20,12:45,4h 25m,1,1519990,SUB,SRG,Economy,10
bookingcom,"INNCA Exotic Inn, Semarang",176185,semarang,Indonesia,3,8.8,2025-10-30,31/10/2025,exotic innca semarang,Wings Air,14:30,15:25,55m,0,808430,SUB,SRG,Economy,10
bookingcom,"INNCA Exotic Inn, Semarang",176185,semarang,Indonesia,3,8.8,2025-10-28,29/10/2025,exotic innca semarang,Batik Air,05:05,08:45,3h 40m,1,2946880,SUB,SRG,Business,10
bookingcom,"INNCA Exotic Inn, Semarang",176185,semarang,Indonesia,3,8.8,2025-10-28,29/10/2025,exotic innca semarang,Batik Air,07:50,11:30,3h 40m,1,3266242,SUB,SRG,Business,10
bookingcom,"INNCA Exotic Inn, Semarang",176185,semarang,Indonesia,3,8.8,2025-10-28,29/10/2025,exotic innca semarang,Batik Air,08:30,14:50,6h 20m,1,4705700,SUB,SRG,Business,30
bookingcom,"INNCA Exotic Inn, Semarang",176185,semarang,Indonesia,3,8.8,2025-10-28,29/10/2025,exotic innca semarang,Batik Air,10:10,14:50,4h 40m,1,4705700,SUB,SRG,Business,30
bookingcom,"INNCA Exotic Inn, Semarang",176185,semarang,Indonesia,3,8.8,2025-10-28,29/10/2025,exotic innca semarang,Garuda Indonesia,07:05,12:05,5h 0m,1,17822200,SUB,SRG,Business,30
bookingcom,"INNCA Exotic Inn, Semarang",176185,semarang,Indonesia,3,8.8,2025-10-28,29/10/2025,exotic innca semarang,Garuda Indonesia,14:35,18:45,4h 10m,1,17822200,SUB,SRG,Business,30
bookingcom,"INNCA Exotic Inn, Semarang",176185,semarang,Indonesia,3,8.8,2025-10-28,29/10/2025,exotic innca semarang,Garuda Indonesia,15:15,09:00,17h 45m,1,14633700,SUB,SRG,Business,30
bookingcom,"INNCA Exotic Inn, Semarang",176185,semarang,Indonesia,3,8.8,2025-10-28,29/10/2025,exotic innca semarang,Lion Air,07:55,15:00,7h 5m,1,1537280,SUB,SRG,Economy,10
bookingcom,"INNCA Exotic Inn, Semarang",176185,semarang,Indonesia,3,8.8,2025-10-28,29/10/2025,exotic innca semarang,Lion Air,08:20,12:45,4h 25m,1,1368835,SUB,SRG,Economy,10
bookingcom,"INNCA Exotic Inn, Semarang",176185,semarang,Indonesia,3,8.8,2025-10-28,29/10/2025,exotic innca semarang,Lion Air,11:15,15:00,1h 25m,1,1526703,SUB,SRG,Economy,20
bookingcom,"INNCA Exotic Inn, Semarang",176185,semarang,Indonesia,3,8.8,2025-10-28,29/10/2025,exotic innca semarang,Wings Air,11:40,12:35,55m,0,857230,SUB,SRG,Economy,10
bookingcom,V Quin,180000,semarang,Indonesia,2,6.1,2025-10-31,01/11/2025,quin v,Batik Air,05:05,15:15,10h 10m,1,1635380,SUB,SRG,Economy,20
bookingcom,V Quin,180000,semarang,Indonesia,2,6.1,2025-10-31,01/11/2025,quin v,Batik Air,07:50,11:30,3h 40m,1,3266242,SUB,SRG,Business,10
bookingcom,V Quin,180000,semarang,Indonesia,2,6.1,2025-10-31,01/11/2025,quin v,Lion Air,08:20,12:45,4h 25m,1,1415345,SUB,SRG,Economy,10
bookingcom,V Quin,180000,semarang,Indonesia,2,6.1,2025-10-31,01/11/2025,quin v,Wings Air,14:30,15:25,55m,0,857230,SUB,SRG,Economy,10
bookingcom,Twins Hotel,190518,jakarta,Indonesia,2,7.6,2025-10-31,01/11/2025,twins,Batik Air,05:00,06:20,1h 20m,0,2874752,SUB,HLP,Business,30
bookingcom,Twins Hotel,190518,jakarta,Indonesia,2,7.6,2025-10-31,01/11/2025,twins,Batik Air,05:05,06:35,1h 30m,0,982891,SUB,CGK,Economy,20
bookingcom,Twins Hotel,190518,jakarta,Indonesia,2,7.6,2025-10-31,01/11/2025,twins,Batik Air,07:30,08:50,1h 20m,0,2754189,SUB,HLP,Business,30
bookingcom,Twins Hotel,190518,jakarta,Indonesia,2,7.6,2025-10-31,01/11/2025,twins,Batik Air,10:10,11:40,1h 30m,0,2752045,SUB,CGK,Business,30
bookingcom,Twins Hotel,190518,jakarta,Indonesia,2,7.6,2025-10-31,01/11/2025,twins,Batik Air,10:55,12:15,1h 20m,0,2754189,SUB,HLP,Business,30
bookingcom,Twins Hotel,190518,jakarta,Indonesia,2,7.6,2025-10-31,01/11/2025,twins,Batik Air,11:20,12:10,1h 50m,0,1985600,SIN,CGK,Economy,20
bookingcom,Twins Hotel,190518,jakarta,Indonesia,2,7.6,2025-10-31,01/11/2025,twins,Batik Air,14:10,15:40,1h 30m,0,1809580,SUB,CGK,Business,30
bookingcom,Twins Hotel,190518,jakarta,Indonesia,2,7.6,2025-10-31,01/11/2025,twins,Batik Air,14:45,15:35,1h 50m,0,4630600,SIN,CGK,Business,30
bookingcom,Twins Hotel,190518,jakarta,Indonesia,2,7.6,2025-10-31,01/11/2025,twins,Batik Air,15:40,17:00,1h 20m,0,2754189,SUB,HLP,Business,30
bookingcom,Twins Hotel,190518,jakarta,Indonesia,2,7.6,2025-10-31,01/11/2025,twins,Batik Air,16:25,17:55,1h 30m,0,1809580,SUB,CGK,Business,30
bookingcom,Twins Hotel,190518,jakarta,Indonesia,2,7.6,2025-10-31,01/11/2025,twins,Batik Air,17:30,18:20,1h 50m,0,4630600,SIN,CGK,Business,30
bookingcom,Twins Hotel,190518,jakarta,Indonesia,2,7.6,2025-10-31,01/11/2025,twins,Batik Air,17:30,19:00,1h 30m,0,2752045,SUB,CGK,Business,30
bookingcom,Twins Hotel,190518,jakarta,Indonesia,2,7.6,2025-10-31,01/11/2025,twins,Batik Air,18:40,20:00,1h 20m,0,2754189,SUB,HLP,Business,30
bookingcom,Twins Hotel,190518,jakarta,Indonesia,2,7.6,2025-10-31,01/11/2025,twins,Batik Air,19:15,20:45,1h 30m,0,1740598,SUB,CGK,Business,30
bookingcom,Twins Hotel,190518,jakarta,Indonesia,2,7.6,2025-10-31,01/11/2025,twins,Batik Air,21:25,22:15,1h 50m,0,4630600,SIN,CGK,Business,30
bookingcom,Twins Hotel,190518,jakarta,Indonesia,2,7.6,2025-10-31,01/11/2025,twins,Batik Air,22:10,23:00,1h 50m,0,4630600,SIN,CGK,Business,30
bookingcom,Twins Hotel,190518,jakarta,Indonesia,2,7.6,2025-10-31,01/11/2025,twins,Citilink,05:35,07:10,1h 35m,0,954749,SUB,CGK,Economy,10
bookingcom,Twins Hotel,190518,jakarta,Indonesia,2,7.6,2025-10-31,01/11/2025,twins,Citilink,10:10,11:00,1h 50m,0,1886112,SIN,CGK,Economy,10
bookingcom,Twins Hotel,190518,jakarta,Indonesia,2,7.6,2025-10-31,01/11/2025,twins,Garuda Indonesia,06:55,07:55,2h 0m,0,2806458,SIN,CGK,Economy,30
bookingcom,Twins Hotel,190518,jakarta,Indonesia,2,7.6,2025-10-31,01/11/2025,twins,Garuda Indonesia,09:35,10:35,2h 0m,0,3254365,SIN,CGK,Economy,30
bookingcom,Twins Hotel,190518,jakarta,Indonesia,2,7.6,2025-10-31,01/11/2025,twins,Garuda Indonesia,15:15,16:45,1h 30m,0,1386641,SUB,HLP,Economy,20
bookingcom,Twins Hotel,190518,jakarta,Indonesia,2,7.6,2025-10-31,01/11/2025,twins,Garuda Indonesia,21:30,22:35,2h 5m,0,11316693,SIN,CGK,Business,40
bookingcom,Twins Hotel,190518,jakarta,Indonesia,2,7.6,2025-10-31,01/11/2025,twins,Lion Air,07:40,09:10,1h 30m,0,886458,SUB,CGK,Economy,10
bookingcom,Twins Hotel,190518,jakarta,Indonesia,2,7.6,2025-10-31,01/11/2025,twins,Lion Air,11:00,12:30,1h 30m,0,939965,SUB,CGK,Economy,10
bookingcom,Twins Hotel,190518,jakarta,Indonesia,2,7.6,2025-10-31,01/11/2025,twins,Lion Air,13:30,15:00,1h 30m,0,992274,SUB,CGK,Economy,10
bookingcom,Twins Hotel,190518,jakarta,Indonesia,2,7.6,2025-10-31,01/11/2025,twins,Lion Air,20:00,21:30,1h 30m,0,949780,SUB,CGK,Economy,10
bookingcom,Twins Hotel,190518,jakarta,Indonesia,2,7.6,2025-10-31,01/11/2025,twins,Lion Air,21:00,22:30,1h 30m,0,949780,SUB,CGK,Economy,10
bookingcom,Twins Hotel,190518,jakarta,Indonesia,2,7.6,2025-10-31,01/11/2025,twins,Pelita Air,06:10,07:40,1h 30m,0,910764,SUB,CGK,Economy,10
bookingcom,Twins Hotel,190518,jakarta,Indonesia,2,7.6,2025-10-31,01/11/2025,twins,Pelita Air,11:40,12:25,1h 45m,0,1575683,SIN,CGK,Economy,20
bookingcom,Twins Hotel,190518,jakarta,Indonesia,2,7.6,2025-10-31,01/11/2025,twins,Scoot,18:25,19:20,1h 55m,0,2090971,SIN,CGK,Economy,10
bookingcom,Twins Hotel,190518,jakarta,Indonesia,2,7.6,2025-10-31,01/11/2025,twins,Singapore Airlines,06:50,07:35,1h 45m,0,14395083,SIN,CGK,Business,40
bookingcom,Twins Hotel,190518,jakarta,Indonesia,2,7.6,2025-10-31,01/11/2025,twins,TransNusa,11:40,12:25,1h 45m,0,1644000,SIN,CGK,Economy,20
bookingcom,Twins Hotel,190518,jakarta,Indonesia,2,7.6,2025-10-29,30/10/2025,twins,Air China,09:30,00:15,15h 45m,1,53251600,SIN,CGK,Premium economy,5
bookingcom,Twins Hotel,190518,jakarta,Indonesia,2,7.6,2025-10-29,30/10/2025,twins,AirAsia,07:40,14:25,7h 45m,1,2045100,SIN,CGK,Economy,30
bookingcom,Twins Hotel,190518,jakarta,Indonesia,2,7.6,2025-10-29,30/10/2025,twins,AirAsia,08:55,14:25,6h 30m,1,2070800,SIN,CGK,Economy,30
bookingcom,Twins Hotel,190518,jakarta,Indonesia,2,7.6,2025-10-29,30/10/2025,twins,AirAsia,10:05,14:25,5h 20m,1,2070800,SIN,CGK,Economy,30
bookingcom,Twins Hotel,190518,jakarta,Indonesia,2,7.6,2025-10-29,30/10/2025,twins,AirAsia,11:50,12:35,1h 45m,0,926770,SIN,CGK,Economy,10
bookingcom,Twins Hotel,190518,jakarta,Indonesia,2,7.6,2025-10-29,30/10/2025,twins,AirAsia,14:40,15:30,1h 50m,0,1235400,SIN,CGK,Economy,30
bookingcom,Twins Hotel,190518,jakarta,Indonesia,2,7.6,2025-10-29,30/10/2025,twins,AirAsia,16:35,20:45,5h 10m,1,2070800,SIN,CGK,Economy,30
bookingcom,Twins Hotel,190518,jakarta,Indonesia,2,7.6,2025-10-29,30/10/2025,twins,AirAsia,20:00,20:45,1h 45m,0,926770,SIN,CGK,Economy,10
bookingcom,Twins Hotel,190518,jakarta,Indonesia,2,7.6,2025-10-29,30/10/2025,twins,Batik Air,05:00,06:20,1h 20m,0,1802380,SUB,CGK,Business,30
bookingcom,Twins Hotel,190518,jakarta,Indonesia,2,7.6,2025-10-29,30/10/2025,twins,Batik Air,05:00,06:20,1h 20m,0,1835471,SUB,HLP,Business,30
bookingcom,Twins Hotel,190518,jakarta,Indonesia,2,7.6,2025-10-29,30/10/2025,twins,Batik Air,05:05,06:35,1h 30m,0,1740598,SUB,CGK,Business,30
bookingcom,Twins Hotel,190518,jakarta,Indonesia,2,7.6,2025-10-29,30/10/2025,twins,Batik Air,07:30,08:50,1h 20m,0,1802380,SUB,CGK,Business,30
bookingcom,Twins Hotel,190518,jakarta,Indonesia,2,7.6,2025-10-29,30/10/2025,twins,Batik Air,08:30,10:00,1h 30m,0,2752045,SUB,CGK,Business,30
bookingcom,Twins Hotel,190518,jakarta,Indonesia,2,7.6,2025-10-29,30/10/2025,twins,Batik Air,10:10,11:40,1h 30m,0,2752045,SUB,CGK,Business,30
bookingcom,Twins Hotel,190518,jakarta,Indonesia,2,7.6,2025-10-29,30/10/2025,twins,Batik Air,10:30,19:10,9h 40m,1,4705000,SIN,CGK,Business,10
bookingcom,Twins Hotel,190518,jakarta,Indonesia,2,7.6,2025-10-29,30/10/2025,twins,Batik Air,10:55,12:15,1h 20m,0,1802380,SUB,CGK,Business,30
bookingcom,Twins Hotel,190518,jakarta,Indonesia,2,7.6,2025-10-29,30/10/2025,twins,Batik Air,11:20,12:10,1h 50m,0,1418400,SIN,CGK,Economy,20
bookingcom,Twins Hotel,190518,jakarta,Indonesia,2,7.6,2025-10-29,30/10/2025,twins,Batik Air,11:35,12:55,1h 20m,0,2754189,SUB,HLP,Business,30
bookingcom,Twins Hotel,190518,jakarta,Indonesia,2,7.6,2025-10-29,30/10/2025,twins,Batik Air,12:30,19:10,7h 40m,1,5877600,SIN,CGK,Business,30
bookingcom,Twins Hotel,190518,jakarta,Indonesia,2,7.6,2025-10-29,30/10/2025,twins,Batik Air,14:10,15:40,1h 30m,0,2752045,SUB,CGK,Business,30
bookingcom,Twins Hotel,190518,jakarta,Indonesia,2,7.6,2025-10-29,30/10/2025,twins,Batik Air,14:45,15:35,1h 50m,0,1670000,SIN,CGK,Economy,20
bookingcom,Twins Hotel,190518,jakarta,Indonesia,2,7.6,2025-10-29,30/10/2025,twins,Batik Air,15:40,17:00,1h 20m,0,2754189,SUB,HLP,Business,30
bookingcom,Twins Hotel,190518,jakarta,Indonesia,2,7.6,2025-10-29,30/10/2025,twins,Batik Air,16:25,17:55,1h 30m,0,2752045,SUB,CGK,Business,30
bookingcom,Twins Hotel,190518,jakarta,Indonesia,2,7.6,2025-10-29,30/10/2025,twins,Batik Air,17:10,23:10,7h 0m,1,2028900,SIN,CGK,Economy,30
bookingcom,Twins Hotel,190518,jakarta,Indonesia,2,7.6,2025-10-29,30/10/2025,twins,Batik Air,17:30,18:20,1h 50m,0,1670000,SIN,CGK,Economy,20
bookingcom,Twins Hotel,190518,jakarta,Indonesia,2,7.6,2025-10-29,30/10/2025,twins,Batik Air,17:30,19:00,1h 30m,0,2752045,SUB,CGK,Business,30
